# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
VIA,0.91,-1,Do not practice any religion.,Spirituality/Religiousness
VIA,0.91,1,Have spent at least 30 minutes in the last 24 hours in prayer or meditation.,Spirituality/Religiousness
VIA,0.91,1,Keep my faith even during hard times.,Spirituality/Religiousness
VIA,0.91,1,Know that my beliefs make my life important.,Spirituality/Religiousness
VIA,0.91,0,Know that my life has no strong purpose.,Spirituality/Religiousness
AB5C,0.86,-1,Am easily disturbed.,Stability
AB5C,0.86,1,Am not easily bothered by things.,Stability
AB5C,0.86,1,Am not easily frustrated.,Stability
AB5C,0.86,-1,Change my mood a lot.,Stability
AB5C,0.86,-1,Get caught up in my problems.,Stability
AB5C,0.86,-1,Get stressed out easily.,Stability
AB5C,0.86,-1,Get upset easily.,Stability
AB5C,0.86,1,Keep my cool.,Stability
AB5C,0.86,1,Seldom get mad.,Stability
AB5C,0.86,1,Seldom take offense.,Stability
CPI,0.7,-1,Am hard to understand.,Stability
CPI,0.7,-1,Do things that others find strange.,Stability
CPI,0.7,-1,Do unexpected things.,Stability
CPI,0.7,-1,Get back at others.,Stability
CPI,0.7,-1,Get bored easily.,Stability
CPI,0.7,-1,Go on binges.,Stability
CPI,0.7,-1,Live in a world of my own.,Stability
CPI,0.7,-1,Make enemies.,Stability
CPI,0.7,-1,Snap at people.,Stability
CPI,0.7,1,Trust others.,Stability
HPI,0.86,1,Am not easily annoyed.,Stability
HPI,0.86,-1,Am often in a bad mood.,Stability
HPI,0.86,1,Am relaxed most of the time.,Stability
HPI,0.86,-1,Have days when I'm mad at the world.,Stability
HPI,0.86,-1,Have frequent mood swings.,Stability
HPI,0.86,1,Rarely get irritated.,Stability
CAT-PD,"0.81,0.85",1,Am easily controlled by others in my life.,Submissiveness
CAT-PD,"0.81,0.85",1,Let myself be directed by others.,Submissiveness
CAT-PD,"0.81,0.85",1,Let myself be pushed around.,Submissiveness
CAT-PD,"0.81,0.85",1,Let others take advantage of me.,Submissiveness
CAT-PD,"0.81,0.85",1,Need others to help run my life,Submissiveness
CAT-PD,"0.81,0.85",1,Prefer that others make the major decisions in my life.,Submissiveness
IPIP-IPC,.,1,Dislike being the center of attention,Submissiveness
IPIP-IPC,.,1,Let others finish what they are saying.,Submissiveness
IPIP-IPC,.,1,Seldom toot my own horn.,Submissiveness
IPIP-IPC,.,1,Speak softly.,Submissiveness
AB5C,0.74,1,Am concerned about others.,Sympathy
AB5C,0.74,1,Am deeply moved by others' misfortunes.,Sympathy
AB5C,0.74,-1,Believe people should fend for themselves.,Sympathy
AB5C,0.74,-1,Demand a lot from others.,Sympathy
AB5C,0.74,-1,Don't fall for sob stories.,Sympathy
AB5C,0.74,1,Feel sympathy for those who are worse off than myself.,Sympathy
AB5C,0.74,1,Like to do things for others.,Sympathy
AB5C,0.74,-1,Listen to my brain rather than my heart.,Sympathy
AB5C,0.74,-1,Look down on any weakness.,Sympathy
AB5C,0.74,1,Reassure others.,Sympathy
AB5C,0.74,1,Take an interest in other people's lives.,Sympathy
AB5C,0.74,-1,Tend to dislike soft-hearted people.,Sympathy
AB5C,0.74,-1,Try not to think about the needy.,Sympathy
NEO,0.75,-1,Am not interested in other people's problems.,Sympathy
NEO,0.75,-1,Believe in an eye for an eye.,Sympathy
NEO,0.75,-1,Can't stand weak people.,Sympathy
NEO,0.75,1,Suffer from others' sorrows.,Sympathy
NEO,0.75,1,Sympathize with the homeless.,Sympathy
NEO,0.75,1,Value cooperation over competition.,Sympathy
AB5C,0.84,1,Demand to be the center of interest.,Talkativeness
AB5C,0.84,-1,Dislike talking about myself.,Talkativeness
AB5C,0.84,1,Do most of the talking.,Talkativeness
AB5C,0.84,1,Like to attract attention.,Talkativeness
AB5C,0.84,1,Make a lot of noise.,Talkativeness
AB5C,0.84,1,Make myself the center of attention.,Talkativeness
AB5C,0.84,1,Never stop talking.,Talkativeness
AB5C,0.84,1,Speak loudly.,Talkativeness
AB5C,0.84,-1,Speak softly.,Talkativeness
AB5C,0.84,1,Talk too much.,Talkativeness
VIA,0.78,0,Am an extremely loyal person.,Teamwork/Citizenship
VIA,0.78,-1,Am not good at working with a group.,Teamwork/Citizenship
VIA,0.78,1,Don't miss group meetings or team practices.,Teamwork/Citizenship
VIA,0.78,0,Don't talk badly to outsiders about my own group.,Teamwork/Citizenship
VIA,0.78,-1,Don't think it's important to socialize with others.,Teamwork/Citizenship
VIA,0.78,1,Enjoy being part of a group.,Teamwork/Citizenship
VIA,0.78,1,Feel I must respect the decisions made by my group.,Teamwork/Citizenship
VIA,0.78,-1,Keep to myself.,Teamwork/Citizenship
VIA,0.78,0,Lose respect for leaders if I disagree with them.,Teamwork/Citizenship
VIA,0.78,0,Must try to maintain harmony within my group.,Teamwork/Citizenship
VIA,0.78,-1,Prefer to do everything alone.,Teamwork/Citizenship
VIA,0.78,1,Support my teammates or fellow group members.,Teamwork/Citizenship
VIA,0.78,-1,Work best when I am alone.,Teamwork/Citizenship
CPI,0.75,-1,Am guided by my moods.,Temperance
CPI,0.75,-1,Am preoccupied with myself.,Temperance
CPI,0.75,-1,Change my mood a lot.,Temperance
CPI,0.75,1,Easily resist temptations.,Temperance
CPI,0.75,-1,Grumble about things.,Temperance
CPI,0.75,1,Keep my promises.,Temperance
CPI,0.75,-1,Love to come up with objections.,Temperance
CPI,0.75,1,Rarely overindulge.,Temperance
CPI,0.75,-1,Say inappropriate things.,Temperance
CPI,0.75,-1,Suddenly lose interest.,Temperance
AB5C,0.74,1,Believe crying helps me feel better.,Tenderness
AB5C,0.74,1,Cherish mementos.,Tenderness
AB5C,0.74,-1,Don't call people just to talk.,Tenderness
AB5C,0.74,-1,Don't care about dressing nicely.,Tenderness
AB5C,0.74,-1,Don't get excited about things.,Tenderness
AB5C,0.74,-1,Don't understand people who get emotional.,Tenderness
AB5C,0.74,1,Listen to my heart rather than my brain.,Tenderness
AB5C,0.74,1,Love children's movies.,Tenderness
AB5C,0.74,1,Remember my friends' birthdays.,Tenderness
AB5C,0.74,1,Show my feelings.,Tenderness
AB5C,0.74,1,Suffer from others' sorrows.,Tenderness
AB5C,0.74,1,Want to mean something to others.,Tenderness
AB5C,0.74,1,Want to please others.,Tenderness
CPI,0.77,-1,Break rules.,Timidity
CPI,0.77,-1,Do dangerous things.,Timidity
CPI,0.77,-1,Enjoy being reckless.,Timidity
CPI,0.77,-1,Enjoy crude jokes.,Timidity
CPI,0.77,-1,Know how to get around the rules.,Timidity
CPI,0.77,-1,Laugh at others.,Timidity
CPI,0.77,-1,Play tricks on others.,Timidity
CPI,0.77,-1,Seek danger.,Timidity
CPI,0.77,1,Stick to the rules.,Timidity
CPI,0.77,1,Would never go hang gliding or bungee jumping.,Timidity
CPI,0.69,1,Acknowledge others' accomplishments.,Tolerance
CPI,0.69,-1,Am wary of others.,Tolerance
CPI,0.69,-1,Believe in an eye for an eye.,Tolerance
CPI,0.69,-1,Distrust people.,Tolerance
CPI,0.69,-1,Find it hard to forgive others.,Tolerance
CPI,0.69,-1,Look down on any weakness.,Tolerance
CPI,0.69,-1,Put down others' proposals.,Tolerance
CPI,0.69,1,Sympathize with the homeless.,Tolerance
CPI,0.69,-1,Treat people as inferiors.,Tolerance
IPIP-IPC,.,1,Seldom stretch the truth,Tolerance
IPIP-IPC,.,1,Take things as they come,Tolerance
IPIP-IPC,.,1,Think of others first,Tolerance
IPIP-IPC,.,1,Tolerate a lot from others.,Tolerance
JPI,0.73,1,Am open to change.,Tolerance
JPI,0.73,1,Believe in equality between all races.,Tolerance
JPI,0.73,-1,Don't like the idea of change.,Tolerance
JPI,0.73,-1,Hold a grudge.,Tolerance
JPI,0.73,1,Try to forgive and forget.,Tolerance
JPI,0.73,1,Understand people who think differently.,Tolerance
TCI,0.72,1,Accept people as they are.,Tolerance
TCI,0.72,-1,Am a bad loser.,Tolerance
TCI,0.72,-1,Am annoyed by others' mistakes.,Tolerance
TCI,0.72,-1,Am quick to judge others.,Tolerance
TCI,0.72,1,Believe that others have good intentions.,Tolerance
TCI,0.72,1,Believe there are many sides to most issues.,Tolerance
TCI,0.72,1,Can accept a lot from others.,Tolerance
TCI,0.72,-1,Get irritated easily.,Tolerance
TCI,0.72,-1,Lay down the law to others.,Tolerance
TCI,0.72,1,Respect others.,Tolerance
AB5C,0.84,1,Am calm even in tense situations.,Toughness
AB5C,0.84,-1,Am easily confused.,Toughness
AB5C,0.84,-1,Am easily frightened.,Toughness
AB5C,0.84,-1,Am easily hurt.,Toughness
AB5C,0.84,-1,Am easily offended.,Toughness
AB5C,0.84,-1,Become overwhelmed by events.,Toughness
AB5C,0.84,1,Can stand criticism.,Toughness
AB5C,0.84,1,Don't lose my head.,Toughness
AB5C,0.84,-1,Feel crushed by setbacks.,Toughness
AB5C,0.84,1,Know how to cope.,Toughness
AB5C,0.84,-1,Panic easily.,Toughness
AB5C,0.84,-1,Take offense easily.,Toughness
HPI,0.77,-1,Am afraid that I will do the wrong thing.,Toughness
HPI,0.77,1,Am not embarrassed easily.,Toughness
HPI,0.77,1,Automatically take charge.,Toughness
HPI,0.77,-1,Feel that I'm unable to deal with things.,Toughness
HPI,0.77,-1,Feel threatened easily.,Toughness
HPI,0.77,-1,Often feel uncomfortable around others.,Toughness
HPI,0.77,1,Quickly recognize possibilities.,Toughness
HPI,0.77,1,Remain calm under pressure.,Toughness
HPI,0.77,1,Want to be in charge.,Toughness
HPI-HIC,0.68,-1,Am afraid of many things.,Toughness
HPI-HIC,0.68,-1,Feel desperate.,Toughness
HPI-HIC,0.68,-1,Feel short-changed in life.,Toughness
HPI-HIC,0.68,-1,Frequently drop things.,Toughness
HPI-HIC,0.68,-1,Often eat too much.,Toughness
JPI,0.87,1,Am devoted to religion.,Traditionalism
JPI,0.87,1,Believe in one true religion.,Traditionalism
JPI,0.87,1,Believe in sexual modesty.,Traditionalism
JPI,0.87,1,Believe that we should be tough on crime.,Traditionalism
JPI,0.87,-1,Don't consider myself religious.,Traditionalism
JPI,0.87,-1,Doubt the value of religion.,Traditionalism
JPI,0.87,1,Guide my life using religious scriptures.,Traditionalism
JPI,0.87,1,Like to stand during the national anthem.,Traditionalism
JPI,0.87,1,Tend to vote for conservative political candidates.,Traditionalism
JPI,0.87,-1,Tend to vote for liberal political candidates.,Traditionalism
AB5C,0.76,1,Am always in the same mood.,Tranquility
AB5C,0.76,1,Am not disturbed by events.,Tranquility
AB5C,0.76,1,Am not easily stirred.,Tranquility
AB5C,0.76,1,Am relaxed most of the time.,Tranquility
AB5C,0.76,-1,Am swayed by my emotions.,Tranquility
AB5C,0.76,-1,Can be stirred up easily.,Tranquility
AB5C,0.76,-1,Experience my emotions intensely.,Tranquility
AB5C,0.76,1,Experience very few emotional highs and lows.,Tranquility
AB5C,0.76,-1,Have frequent mood swings.,Tranquility
AB5C,0.76,1,Rarely notice my emotional reactions.,Tranquility
AB5C,0.76,1,Tend to feel the same every day.,Tranquility
HPI-HIC,0.74,1,Believe in human goodness.,Trust
HPI-HIC,0.74,-1,Believe that people are essentially evil,Trust
HPI-HIC,0.74,-1,Distrust people.,Trust
HPI-HIC,0.74,-1,Suspect hidden motives in others.,Trust
HPI-HIC,0.74,1,Trust others.,Trust
HPI-HIC,0.74,1,Trust what people say.,Trust
NEO,0.82,-1,Am wary of others.,Trust
NEO,0.82,1,Believe that others have good intentions.,Trust
NEO,0.82,1,Believe that people are basically moral.,Trust
NEO,0.82,-1,Believe that people are essentially evil.,Trust
NEO,0.82,1,Think that all will be well.,Trust
TCI,0.73,1,Acknowledge others' accomplishments.,Trust
TCI,0.73,1,Am nice to store clerks.,Trust
TCI,0.73,-1,Can't be bothered with other's needs.,Trust
TCI,0.73,-1,Disregard the opinions of others.,Trust
TCI,0.73,-1,Feel little concern for others.,Trust
TCI,0.73,1,Like to be of service to others.,Trust
TCI,0.73,-1,Obstruct others' plans.,Trust
TCI,0.73,-1,Pretend to be concerned for others.,Trust
TCI,0.73,1,Try to maintain a pleasant atmosphere.,Trust
HEXACO_PI,0.84,1,Am considered to be kind of eccentric.,Unconventionality
HEXACO_PI,0.84,1,Do things that others find strange.,Unconventionality
HEXACO_PI,0.84,-1,Enjoy being thought of as a normal mainstream person.,Unconventionality
HEXACO_PI,0.84,1,Know that my ideas sometimes surprise people.,Unconventionality
HEXACO_PI,0.84,-1,Like to be thought of as a normal kind of person.,Unconventionality
HEXACO_PI,0.84,-1,Like to be viewed as proper and conventional.,Unconventionality
HEXACO_PI,0.84,1,Rebel against authority.,Unconventionality
HEXACO_PI,0.84,1,Swim against the current.,Unconventionality
HEXACO_PI,0.84,-1,Try to avoid complex people.,Unconventionality
HEXACO_PI,0.84,-1,Would hate to be considered odd or strange.,Unconventionality
AB5C,0.81,-1,Am indifferent to the feelings of others.,Understanding
AB5C,0.81,-1,Am not interested in other people's problems.,Understanding
AB5C,0.81,1,Appreciate the viewpoints of others.,Understanding
AB5C,0.81,-1,Can't be bothered with other's needs.,Understanding
AB5C,0.81,-1,Feel little concern for others.,Understanding
AB5C,0.81,1,Like to be of service to others.,Understanding
AB5C,0.81,1,Respect others' feelings.,Understanding
AB5C,0.81,1,Sympathize with others' feelings.,Understanding
AB5C,0.81,-1,Take no time for others.,Understanding
AB5C,0.81,1,Take others' interests into account.,Understanding
MPQ,0.76,1,Always admit it when I make a mistake.,Unlikely Virtues
MPQ,0.76,1,Always know what I am doing.,Unlikely Virtues
MPQ,0.76,1,Always know why I do things.,Unlikely Virtues
MPQ,0.76,1,Am always prepared.,Unlikely Virtues
MPQ,0.76,1,Am always ready to start afresh.,Unlikely Virtues
MPQ,0.76,-1,Am not always honest with myself.,Unlikely Virtues
MPQ,0.76,-1,Am not always what I appear to be.,Unlikely Virtues
MPQ,0.76,1,Believe there is never an excuse for lying.,Unlikely Virtues
MPQ,0.76,-1,Don't always practice what I preach.,Unlikely Virtues
MPQ,0.76,1,Have never engaged in gossip.,Unlikely Virtues
MPQ,0.76,-1,Have some bad habits.,Unlikely Virtues
MPQ,0.76,-1,Have sometimes had to tell a lie.,Unlikely Virtues
MPQ,0.76,1,Know immediately what to do.,Unlikely Virtues
MPQ,0.76,1,Know that anyone who tries can get a job.,Unlikely Virtues
MPQ,0.76,1,Never give up hope.,Unlikely Virtues
MPQ,0.76,1,Never give up.,Unlikely Virtues
MPQ,0.76,1,Will do anything for others.,Unlikely Virtues
6FPQ,0.74,1,Am not concerned with making a good impression.,Unpretentiousness
6FPQ,0.74,-1,Change myself to suit others.,Unpretentiousness
6FPQ,0.74,1,Don't care whether I'm considered special.,Unpretentiousness
6FPQ,0.74,-1,Judge people by their appearance.,Unpretentiousness
6FPQ,0.74,-1,Put on a show to impress people.,Unpretentiousness
6FPQ,0.74,-1,Seek status.,Unpretentiousness
6FPQ,0.74,-1,Try to impress others.,Unpretentiousness
6FPQ,0.74,-1,Want to amount to something special in others' eyes.,Unpretentiousness
6FPQ,0.74,-1,Worry about what people think of me.,Unpretentiousness
CAT-PD,"0.84,0.82",1,Feel at times that I have left my body and am somehow outside my physical self.,Unusual Experiences
CAT-PD,"0.84,0.82",1,Have had the feeling that I might not be human.,Unusual Experiences
CAT-PD,"0.84,0.82",1,Have had the feeling that I was someone else.,Unusual Experiences
CAT-PD,"0.84,0.82",1,Hear voices talking about me when nobody is really there.,Unusual Experiences
CAT-PD,"0.84,0.82",1,"I feel as if my body, or a part of it, has disappeared.",Unusual Experiences
CAT-PD,"0.84,0.82",1,See strange figures or visions when nothing is really there.,Unusual Experiences
CAT-PD,"0.84,0.82",1,Sometimes think the TV is talking directly to me.,Unusual Experiences
HPI-HIC,0.66,-1,Dislike new foods.,Variety-seeking
HPI-HIC,0.66,-1,Don't like the idea of change.,Variety-seeking
HPI-HIC,0.66,1,Prefer variety to routine.,Variety-seeking
HPI-HIC,0.66,1,Seek adventure.,Variety-seeking
HPI-HIC,0.66,1,Try out new things.,Variety-seeking
HPI-HIC,0.66,-1,Would describe my experiences as somewhat dull.,Variety-seeking
TCI,0.8,1,Am open to change.,Variety-seeking
TCI,0.8,-1,Dislike changes.,Variety-seeking
TCI,0.8,1,Enjoy hearing new ideas.,Variety-seeking
TCI,0.8,1,Like to begin new things.,Variety-seeking
TCI,0.8,1,Like to visit new places.,Variety-seeking
TCI,0.8,1,Love to think up new ways of doing things.,Variety-seeking
TCI,0.8,-1,Prefer to stick with things that I know.,Variety-seeking
BFAS,0.81,-1,Am hard to get to know.,Vitality/Enthusiasm/Zest
BFAS,0.81,-1,Am not a very enthusiastic person.,Vitality/Enthusiasm/Zest
BFAS,0.81,1,Have a lot of fun.,Vitality/Enthusiasm/Zest
BFAS,0.81,-1,Keep others at a distance.,Vitality/Enthusiasm/Zest
BFAS,0.81,1,Laugh a lot.,Vitality/Enthusiasm/Zest
BFAS,0.81,1,Make friends easily.,Vitality/Enthusiasm/Zest
BFAS,0.81,-1,Rarely get caught up in the excitement.,Vitality/Enthusiasm/Zest
BFAS,0.81,-1,Reveal little about myself.,Vitality/Enthusiasm/Zest
BFAS,0.81,1,Show my feelings when I'm happy.,Vitality/Enthusiasm/Zest
BFAS,0.81,1,Warm up quickly to others.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Am easily discouraged.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Am not sure where my life is going.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Feel desperate.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Feel short-changed in life.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Feel that I'm unable to deal with things.,Vitality/Enthusiasm/Zest
HPI-HIC,0.8,-1,Feel that my life lacks direction.,Vitality/Enthusiasm/Zest
VIA,0.78,0,Am described as grumpy.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Awaken with a sense of excitement about the day's possibilities.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Can hardly wait to see what life has in store for me in the years ahead.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Can't wait to get started on a project.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Don't approach things halfheartedly.,Vitality/Enthusiasm/Zest
VIA,0.78,-1,Don't have much energy.,Vitality/Enthusiasm/Zest
VIA,0.78,-1,Dread getting up in the morning.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Look forward to each new day.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Love what I do.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Prefer to participate fully rather than view life from the sidelines.,Vitality/Enthusiasm/Zest
NEO,0.82,-1,Am calm even in tense situations.,Vulnerability
NEO,0.82,1,Become overwhelmed by events.,Vulnerability
NEO,0.82,-1,Can handle complex problems.,Vulnerability
NEO,0.82,1,Can't make up my mind.,Vulnerability
NEO,0.82,1,Feel that I'm unable to deal with things.,Vulnerability
NEO,0.82,1,Get overwhelmed by emotions.,Vulnerability
NEO,0.82,-1,Know how to cope.,Vulnerability
NEO,0.82,1,Panic easily.,Vulnerability
NEO,0.82,-1,Readily overcome setbacks.,Vulnerability
NEO,0.82,-1,Remain calm under pressure.,Vulnerability
16PF,0.8,-1,Am not really interested in others.,Warmth
16PF,0.8,1,Cheer people up.,Warmth
16PF,0.8,-1,Don't like to get involved in other people's problems.,Warmth
16PF,0.8,1,Enjoy bringing people together.,Warmth
16PF,0.8,1,Feel others' emotions.,Warmth
16PF,0.8,1,Know how to comfort others.,Warmth
16PF,0.8,1,Make people feel at ease.,Warmth
16PF,0.8,1,Take an interest in other people's lives.,Warmth
16PF,0.8,1,Take time out for others.,Warmth
16PF,0.8,-1,Try not to think about the needy.,Warmth
AB5C,0.84,1,Am interested in people.,Warmth
AB5C,0.84,1,Inquire about others' well-being.,Warmth
AB5C,0.84,1,Make others feel good.,Warmth
AB5C,0.84,1,Make people feel welcome.,Warmth
AB5C,0.84,-1,Rarely smile.,Warmth
AB5C,0.84,1,Show my gratitude.,Warmth
IPIP-IPC,.,1,Am interested in people,Warmth
IPIP-IPC,.,1,Get along well with others,Warmth
IPIP-IPC,.,1,Inquire about others' well-being.,Warmth
IPIP-IPC,.,1,Reassure others,Warmth
VIA,0.75,1,Am considered to be a wise person.,Wisdom/Perspective
VIA,0.75,-1,Am not good at figuring out what really matters.,Wisdom/Perspective
VIA,0.75,-1,Am rarely consulted for advice by others.,Wisdom/Perspective
VIA,0.75,1,Consider myself to be a wise person.,Wisdom/Perspective
VIA,0.75,1,Have a broad outlook on what is going on.,Wisdom/Perspective
